,Hora,Calefactor,Aire,Ventilador,Secadora,Lavatrastes,Estufa,Microondas,Lavadora,Refrigerador,Foco,Dia
282,18.0,0.0,0.0,0.0,980.625,0.0,0.0,1082.43,0.0,0.0,0.0,12
283,19.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,2861.7,0.0,12
284,20.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,2861.7,10.5,12
285,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
286,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
287,23.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,12
288,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,13
289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,10.5,13
290,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,13
291,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,13
292,4.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,2861.7,10.5,13
293,5.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,0.0,13
294,6.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,10.5,13
295,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,13
296,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
297,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,0.0,13
298,10.0,0.0,1496.34,0.0,980.625,803.17,1425.0,0.0,895.5,2861.7,10.5,13
299,11.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,13
300,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,13
301,13.0,0.0,0.0,88.82,0.0,803.17,0.0,1082.43,0.0,0.0,10.5,13
302,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,13
303,15.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,2861.7,0.0,13
304,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,13
305,17.0,8.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,13
306,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
307,19.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,10.5,13
308,20.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,10.5,13
309,21.0,0.0,0.0,0.0,980.625,803.17,1425.0,0.0,0.0,0.0,0.0,13
310,22.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,13
311,23.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,13
312,0.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,14
313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,14
314,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
315,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
316,4.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,14
317,5.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,895.5,0.0,10.5,14
318,6.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,10.5,14
319,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
320,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
321,9.0,0.0,1496.34,0.0,0.0,803.17,1425.0,0.0,895.5,2861.7,0.0,14
322,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
323,11.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,14
324,12.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,14
325,13.0,0.0,0.0,88.82,0.0,803.17,0.0,1082.43,0.0,2861.7,0.0,14
326,14.0,0.0,0.0,88.82,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,14
327,15.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,14
328,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
329,17.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,2861.7,0.0,14
330,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,14
331,19.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,10.5,14
332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,14
334,22.0,0.0,0.0,88.82,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,14
335,23.0,8.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,10.5,14
336,0.0,0.0,0.0,0.0,980.625,0.0,1425.0,1082.43,0.0,0.0,0.0,15
337,1.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,15
338,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,15
339,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
340,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
341,5.0,0.0,0.0,88.82,0.0,803.17,1425.0,0.0,895.5,0.0,10.5,15
342,6.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,15
343,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
344,8.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,2861.7,0.0,15
345,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
346,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,15
347,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,15
348,12.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,15
349,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,15
350,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
351,15.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,895.5,2861.7,0.0,15
352,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,15
353,17.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,15
354,18.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,15
355,19.0,0.0,1496.34,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,15
356,20.0,0.0,1496.34,0.0,980.625,0.0,0.0,1082.43,0.0,0.0,0.0,15
357,21.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
358,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
359,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,15
360,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,895.5,0.0,10.5,16
361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,16
362,2.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,16
363,3.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,16
364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,16
365,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,2861.7,10.5,16
366,6.0,8.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,16
367,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
368,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,16
369,9.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,16
370,10.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,16
371,11.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,0.0,10.5,16
372,12.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,10.5,16
373,13.0,0.0,0.0,88.82,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,16
374,14.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
375,15.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,2861.7,10.5,16
376,16.0,0.0,1496.34,0.0,0.0,0.0,1425.0,0.0,895.5,0.0,10.5,16
377,17.0,0.0,1496.34,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,16
378,18.0,0.0,1496.34,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,16
379,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,16
380,20.0,8.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,16
381,21.0,0.0,0.0,0.0,980.625,803.17,0.0,0.0,0.0,0.0,0.0,16
382,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,16
383,23.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,16
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,2861.7,0.0,17
385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,17
386,2.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,10.5,17
387,3.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,17
388,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
389,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,10.5,17
390,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,2861.7,10.5,17
391,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
392,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,17
393,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,17
394,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,17
395,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,17
396,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,17
397,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,17
398,14.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
399,15.0,0.0,1496.34,88.82,0.0,803.17,0.0,0.0,895.5,0.0,10.5,17
400,16.0,0.0,1496.34,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,17
401,17.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,0.0,17
402,18.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,17
403,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,17
404,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
405,21.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,2861.7,10.5,17
406,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
407,23.0,8.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,10.5,17
408,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,895.5,0.0,10.5,18
409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,18
410,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
411,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
412,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
413,5.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,2861.7,10.5,18
414,6.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,18
415,7.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,10.5,18
416,8.0,0.0,0.0,88.82,980.625,0.0,0.0,0.0,0.0,2861.7,10.5,18
417,9.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,895.5,0.0,0.0,18
418,10.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,18
419,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,18
420,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,18
421,13.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,2861.7,10.5,18
422,14.0,0.0,1496.34,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,10.5,18
423,15.0,8.0,1496.34,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,18
424,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,18
425,17.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,2861.7,0.0,18
426,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,18
427,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,18
428,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,18
429,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,18
430,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
431,23.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,18
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,19
433,1.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,10.5,19
434,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,19
435,3.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,19
436,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
437,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
438,6.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,2861.7,10.5,19
439,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
440,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
441,9.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,19
442,10.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,0.0,19
443,11.0,0.0,1496.34,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,10.5,19
444,12.0,0.0,1496.34,0.0,0.0,803.17,1425.0,0.0,895.5,2861.7,0.0,19
445,13.0,0.0,1496.34,0.0,980.625,0.0,1425.0,0.0,895.5,0.0,10.5,19
446,14.0,0.0,1496.34,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,19
447,15.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,10.5,19
448,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,19
449,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
450,18.0,8.0,0.0,88.82,0.0,803.17,1425.0,1082.43,0.0,0.0,10.5,19
451,19.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
452,20.0,0.0,0.0,88.82,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,19
453,21.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,895.5,0.0,0.0,19
454,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,19
455,23.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,2861.7,10.5,19
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,20
457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,20
458,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,20
459,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,20
460,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
461,5.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,20
462,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
463,7.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,10.5,20
464,8.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,895.5,2861.7,0.0,20
465,9.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,2861.7,0.0,20
466,10.0,8.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,20
467,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,20
468,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
469,13.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,20
470,14.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,20
471,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,20
472,16.0,0.0,0.0,88.82,0.0,0.0,1425.0,1082.43,895.5,2861.7,0.0,20
473,17.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,0.0,10.5,20
474,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,20
475,19.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,20
476,20.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,895.5,0.0,10.5,20
477,21.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,20
478,22.0,0.0,0.0,88.82,980.625,0.0,0.0,0.0,0.0,0.0,0.0,20
479,23.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,20
480,0.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,21
481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,21
482,2.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,21
483,3.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,21
484,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,21
485,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,21
486,6.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,10.5,21
487,7.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,21
488,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
489,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
490,10.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
491,11.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,895.5,2861.7,0.0,21
492,12.0,0.0,0.0,0.0,980.625,0.0,1425.0,0.0,0.0,2861.7,0.0,21
493,13.0,0.0,1496.34,0.0,0.0,803.17,0.0,0.0,895.5,2861.7,10.5,21
494,14.0,0.0,1496.34,0.0,0.0,803.17,1425.0,1082.43,895.5,2861.7,0.0,21
495,15.0,0.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,21
496,16.0,0.0,1496.34,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,21
497,17.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,2861.7,0.0,21
498,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,21
499,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
500,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
501,21.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,10.5,21
502,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,2861.7,10.5,21
503,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,21
504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,22
505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
506,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,22
508,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
509,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,22
510,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,22
511,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,22
512,8.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,2861.7,10.5,22
513,9.0,0.0,1496.34,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,22
514,10.0,8.0,1496.34,0.0,0.0,803.17,0.0,1082.43,895.5,0.0,0.0,22
515,11.0,8.0,1496.34,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,22
516,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
517,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
518,14.0,0.0,0.0,88.82,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,22
519,15.0,0.0,0.0,88.82,0.0,803.17,1425.0,1082.43,0.0,2861.7,10.5,22
520,16.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
521,17.0,0.0,0.0,0.0,980.625,803.17,0.0,1082.43,895.5,2861.7,0.0,22
522,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,22
523,19.0,0.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,22
524,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,22
525,21.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,895.5,0.0,10.5,22
526,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,22
527,23.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,22
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,23
529,1.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,23
530,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,23
531,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,23
533,5.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,2861.7,0.0,23
534,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
535,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,0.0,23
536,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,23
537,9.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,10.5,23
538,10.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,2861.7,0.0,23
539,11.0,0.0,0.0,0.0,0.0,803.17,0.0,1082.43,895.5,2861.7,10.5,23
540,12.0,0.0,1496.34,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,23
541,13.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,895.5,0.0,0.0,23
542,14.0,0.0,0.0,88.82,0.0,0.0,0.0,1082.43,0.0,0.0,0.0,23
543,15.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,10.5,23
544,16.0,0.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,2861.7,0.0,23
545,17.0,0.0,0.0,0.0,0.0,803.17,1425.0,1082.43,0.0,0.0,0.0,23
546,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,10.5,23
547,19.0,8.0,0.0,0.0,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,23
548,20.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,895.5,0.0,10.5,23
549,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
550,22.0,0.0,0.0,0.0,980.625,0.0,0.0,0.0,0.0,0.0,0.0,23
551,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,23
552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
553,1.0,0.0,0.0,88.82,0.0,0.0,1425.0,1082.43,0.0,2861.7,0.0,24
554,2.0,8.0,0.0,0.0,0.0,803.17,1425.0,0.0,0.0,0.0,0.0,24
555,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1082.43,0.0,0.0,10.5,24
556,4.0,8.0,0.0,0.0,0.0,803.17,0.0,0.0,0.0,0.0,0.0,24
557,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,10.5,24
558,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.7,0.0,24
559,7.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,2861.7,10.5,24
560,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,24
561,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.5,0.0,0.0,24
562,10.0,0.0,0.0,88.82,0.0,0.0,0.0,0.0,895.5,2861.7,10.5,24
563,11.0,0.0,1496.34,88.82,0.0,803.17,0.0,1082.43,0.0,0.0,0.0,24
564,12.0,0.0,1496.34,88.82,0.0,803.17,1425.0,0.0,895.5,2861.7,0.0,24
565,13.0,0.0,0.0,0.0,0.0,0.0,1425.0,1082.43,0.0,0.0,0.0,24
